Instance,Income
111994,25348.489002492744
111995,-29957.640378017444
111996,47967.416654345114
111997,169402.03078674013
111998,4802.470941217616
111999,125521.33848577226
112000,112146.7222837354
112001,69950.38426733017
112002,52003.21280968841
112003,98264.44109225087
112004,-47693.28206994338
112005,187385.04978684662
112006,-40451.30598137388
112007,113190.48769946955
112008,313821.4605692006
112009,76807.33199471328
112010,48420.2044073171
112011,-5227.468818267342
112012,7773.63505569892
112013,65178.87581117218
112014,144719.8259888091
112015,10395.462032146286
112016,73864.33837549528
112017,-791.1106920945458
112018,210099.92838304304
112019,61978.13240605453
112020,-36971.66304701101
112021,-31495.19107070798
112022,90232.61926769698
112023,101328.27521409886
112024,-41475.70748103922
112025,90097.07040788932
112026,92521.33927178523
112027,61073.77185175335
112028,4416.884678108152
112029,39433.53441782808
112030,178217.09339325735
112031,229689.5464964402
112032,220052.78078338318
112033,95409.56815743959
112034,392607.9641081956
112035,105902.99878772348
112036,199378.09150955826
112037,164209.65798065346
112038,193683.47759198537
112039,25012.14011960337
112040,83406.53416639846
112041,84562.01766881067
112042,67155.35654168855
112043,24077.596298896242
112044,20358.951166061684
112045,53446.07749465387
112046,285615.1155519779
112047,27583.155406151433
112048,-74075.9580630376
112049,110939.62618524162
112050,12346.033132447395
112051,59156.12216880033
112052,136231.3841517768
112053,187210.03347966494
112054,108725.08228297159
112055,-31556.245727599133
112056,105537.88238062523
112057,-17176.64875517087
112058,128157.32294163946
112059,2501.620928111486
112060,295731.72515494516
112061,166088.5804115641
112062,197972.29044983862
112063,67889.7125093881
112064,-32784.873287794646
112065,41909.74312891532
112066,12785.75271796016
112067,123403.65239138855
112068,145258.39184298692
112069,258928.04926694324
112070,337344.83105686633
112071,91271.77797480067
112072,95919.60816874495
112073,10589.4583734232
112074,24073.987775225192
112075,-10920.755319262855
112076,135368.94788005855
112077,714725.0190935577
112078,-14761.775673044845
112079,231910.53718583332
112080,135278.67234205548
112081,556346.7184247202
112082,-15496.98546114657
112083,88915.18730348255
112084,27223.870997396298
112085,57517.0052391123
112086,-6971.669901120476
112087,79404.6661666804
112088,120454.95743057458
112089,23770.44423265895
112090,182523.66547256196
112091,26453.187513391953
112092,12269.433023785241
112093,112453.14837429114
112094,598.3770326045342
112095,-17843.91080780374
112096,136768.94857217465
112097,15485.37296368368
112098,-53528.47521481896
112099,55876.50893198047
112100,44232.07460993435
112101,331444.69256359385
112102,-3162.2696241252124
112103,153339.08887083642
112104,67576.11323098745
112105,110879.67031020671
112106,114399.53853963688
112107,136852.67932204902
112108,108534.88377605844
112109,16629.297688537743
112110,85295.67969149165
112111,-9379.113055418245
112112,41117.03839731496
112113,76595.91519329837
112114,20993.392524885014
112115,27781.603074416984
112116,49782.49781975476
112117,90215.26772126369
112118,49688.43615189986
112119,50223.830234529916
112120,349624.24491888983
112121,129425.07436564378
112122,411394.2744864342
112123,348375.523049979
112124,99893.46843248513
112125,170453.61606529402
112126,185768.17822485883
112127,-18413.03613616433
112128,56021.739166713785
112129,114526.8423451879
112130,102829.24800539948
112131,118509.75912586832
112132,67280.36605148949
112133,253964.17798938183
112134,58138.499316712376
112135,-62619.5300091845
112136,60801.91414304497
112137,-10296.344652814325
112138,6216.935287976172
112139,59424.32701847376
112140,39648.2231058348
112141,31643.425266736653
112142,86069.34550789511
112143,272335.3009004849
112144,-54543.92671822617
112145,19768.487027458847
112146,87685.04102570098
112147,231238.2398907193
112148,74995.74568863772
112149,46289.15022118203
112150,-36593.585718889255
112151,244802.21078162594
112152,126178.74571846705
112153,49172.62617112091
112154,100074.79285958875
112155,80639.20400547422
112156,134336.03994093835
112157,136184.3026381652
112158,65990.58611459378
112159,282708.5175999473
112160,28240.91516398359
112161,162192.2448555096
112162,119482.14381435746
112163,38494.35130949691
112164,88068.197219525
112165,135867.53438372305
112166,71146.9520007642
112167,49061.260502190795
112168,69283.37230675621
112169,221809.61996398587
112170,216257.26101726852
112171,87843.02352964738
112172,-10104.832347393502
112173,157762.71105864644
112174,-12419.612169626169
112175,36813.35192497959
112176,1123.4572506453842
112177,90241.6379635483
112178,-38775.350225869566
112179,9593.107607969549
112180,-19489.55158991553
112181,885.6533284336329
112182,213059.43552091205
112183,110001.41086930688
112184,-23945.039863970596
112185,331532.2480747397
112186,8221.793446843047
112187,153823.28452004818
112188,161916.91464421107
112189,26090.46404048847
112190,62608.30592554249
112191,96982.27715518512
112192,325869.62817886984
112193,16325.271416780073
112194,183289.03184503224
112195,76488.93215854745
112196,-32951.206637451425
112197,331274.5597571428
112198,53124.86071387725
112199,26409.46531564556
112200,32017.005507013295
112201,240157.64803781407
112202,141067.767990191
112203,27307.324691583868
112204,48622.04223861778
112205,-27125.677324519027
112206,147215.11469478766
112207,375987.6570416209
112208,53323.83201544825
112209,457305.38506244915
112210,59249.99427464418
112211,221854.92742987024
112212,89641.36200238904
112213,-4395.030573139433
112214,289342.34959432157
112215,70813.03211695142
112216,114039.6294116457
112217,-8198.766427933238
112218,4759.358257005457
112219,357625.88393160654
112220,78521.77475629421
112221,-35760.593618573155
112222,35879.89175974624
112223,66376.52802113676
112224,176268.9843363231
112225,45972.83966710651
112226,98661.17804224929
112227,45307.77004645066
112228,113540.27225561673
112229,82837.71699518804
112230,202252.10561808245
112231,-79420.50977952871
112232,213177.67476318078
112233,15031.578411034308
112234,78384.90676919557
112235,-42878.14176961407
112236,116759.16547196731
112237,426558.199258775
112238,75754.08492056187
112239,69424.55181165645
112240,59225.296196249314
112241,-21013.877084490377
112242,15504.84104691539
112243,114158.73924226966
112244,215565.81461183866
112245,134214.20015002182
112246,53695.97589798644
112247,379954.8484866689
112248,134075.30809190078
112249,-47254.010940983426
112250,17371.009639766533
112251,52172.21015439276
112252,60643.6674818187
112253,-38362.74801721051
112254,244651.81287676143
112255,53132.49582526833
112256,21996.26554718986
112257,44685.56444286229
112258,487440.2466970044
112259,219761.37627637153
112260,173216.42355296342
112261,354718.0357528399
112262,109611.10781532712
112263,-3735.4184689978138
112264,61630.369718111586
112265,31454.691381893586
112266,64932.21345160017
112267,76239.62853931496
112268,122407.39882341493
112269,440213.30633590976
112270,-21493.40603292687
112271,99203.40616203053
112272,141227.4650627682
112273,157705.84698084835
112274,-29158.843617838807
112275,263359.0133365928
112276,296413.72991702566
112277,59235.466390693095
112278,-2826.239570385311
112279,-9820.541063697077
112280,151038.5327259926
112281,43901.16457377607
112282,211511.07513945317
112283,93618.4484375352
112284,103048.88780616317
112285,89330.13005998312
112286,83068.49572431436
112287,46437.67836042354
112288,76224.73963417485
112289,207714.26075542206
112290,179771.17967676045
112291,-28310.36527448101
112292,418959.55443266174
112293,-9690.950198696926
112294,293443.3916225727
112295,73210.52343978267
112296,211705.92375823436
112297,99680.55969469389
112298,89590.31123526394
112299,-5512.371854440775
112300,40658.59240575833
112301,13986.751011101995
112302,49061.908970452845
112303,8352.678794792388
112304,184075.87070351047
112305,14432.207389464136
112306,111836.35871769488
112307,73258.73219593894
112308,118457.0729818386
112309,74654.2305954406
112310,-9826.114392388146
112311,125501.09330118913
112312,51360.802913230844
112313,102836.14559469465
112314,37503.12768140528
112315,222239.4849006217
112316,21742.88425681088
112317,15523.316585457418
112318,-3310.31094884919
112319,-44493.87172143627
112320,456841.02268926473
112321,7865.300726389978
112322,18336.47008602461
112323,123487.52001936408
112324,423196.40407299856
112325,242965.51228011446
112326,134663.50738018565
112327,265666.35433601635
112328,105046.7650899291
112329,173220.47199675255
112330,380774.8215275151
112331,371145.14242976205
112332,255152.61208125995
112333,324170.0038453699
112334,339151.0140832155
112335,105457.56102672359
112336,7820.211337840185
112337,212385.40602848353
112338,283005.8608082519
112339,284482.44993269397
112340,35517.539799323305
112341,840120.8059191066
112342,78149.34216947202
112343,145247.82169348747
112344,50244.467466090806
112345,59990.039185449015
112346,134573.99943187693
112347,-22094.16836358281
112348,-2805.3109202897176
112349,15837.830799845513
112350,118281.17576949717
112351,47151.69506480917
112352,58397.19262312446
112353,-31009.635140870698
112354,147594.55070775142
112355,88569.63060821826
112356,76480.08453006437
