Instance,Income
111994,60805.48698190501
111995,53888.18238442723
111996,86713.07149021857
111997,240308.24489664735
111998,64132.210186773504
111999,73059.23872892515
112000,85107.96585227296
112001,68242.4941146542
112002,58275.912314690126
112003,101930.14222913072
112004,35022.36751238973
112005,65796.05684242013
112006,-1037.7996436899411
112007,67009.39182785724
112008,336974.10456234845
112009,20732.504509981023
112010,92826.4286867165
112011,14554.749704366084
112012,-22685.443909398455
112013,63610.35909423989
112014,175126.8776301234
112015,42208.21284665231
112016,-7917.251938781934
112017,-53723.34034948441
112018,315838.7124364943
112019,29410.186877100496
112020,53286.88766227366
112021,43509.67608049611
112022,48819.72279186966
112023,-22633.797353310685
112024,-52352.68566095614
112025,96182.57008715053
112026,42458.429531588976
112027,69838.61177656744
112028,45953.762212016794
112029,223931.36313170887
112030,158662.38723061723
112031,296822.80642658053
112032,170262.79172796
112033,100013.53668198915
112034,527700.823303071
112035,177632.81510319907
112036,124220.48740941397
112037,225987.50169317078
112038,142197.7469373433
112039,36129.80669516174
112040,-24124.235248983954
112041,-1764.8340391191305
112042,43656.88402044738
112043,79210.08161762147
112044,36905.30348480481
112045,46513.44378621393
112046,249544.06330339122
112047,68759.85067654535
112048,35750.48346142599
112049,142126.92656699114
112050,46342.42244710849
112051,108023.38489125663
112052,161060.77597917916
112053,133645.08014626062
112054,55765.65222297475
112055,57620.36857480841
112056,37495.120282133634
112057,78607.71514440095
112058,-11296.808881466975
112059,2982.344584264152
112060,311758.21136938746
112061,153564.65650102124
112062,112155.83738830473
112063,112324.53642784941
112064,91574.17217137213
112065,148626.33754145066
112066,93550.69725495062
112067,93638.3824917846
112068,15566.256829553633
112069,243299.8862520991
112070,336972.1723264347
112071,42730.08716885169
112072,74837.13535094296
112073,35211.437354146154
112074,54318.55620190321
112075,-12018.793180673732
112076,69863.6412761134
112077,630128.1045347459
112078,24531.04634905886
112079,249522.78310055495
112080,215402.1835729712
112081,517768.968367354
112082,101375.18337584898
112083,73036.54195133492
112084,57471.649823376676
112085,12900.782559153566
112086,15441.663957341749
112087,140377.94852017355
112088,137946.4355318175
112089,510.9501487034722
112090,162974.14130535437
112091,61616.80421726091
112092,80089.27155222147
112093,174944.13459037946
112094,8746.024311696121
112095,31087.225289208058
112096,159213.16463832452
112097,24654.603974430356
112098,104446.51201227514
112099,10477.851377611805
112100,65536.75868645316
112101,490210.74652815924
112102,-10535.604066576518
112103,131731.55448037563
112104,185030.0590940772
112105,45353.576398307574
112106,63308.54092952312
112107,43912.54444240505
112108,23503.912400982867
112109,99988.69114025703
112110,12127.733327543712
112111,26428.096712683968
112112,49514.214110470144
112113,38229.10929185309
112114,75716.34954214797
112115,7237.998394828464
112116,131426.469363843
112117,-959.5387225099257
112118,1347.5047483534436
112119,83995.31710441344
112120,258904.1687109067
112121,92901.85395212643
112122,388289.3232101265
112123,426360.27651172905
112124,11665.90301755484
112125,98709.51929374915
112126,93028.94584957685
112127,60488.38705656625
112128,45424.434009224875
112129,151556.52163249362
112130,65265.515504718176
112131,-45345.366288450314
112132,15550.285952312348
112133,256091.23788764927
112134,43778.343523201125
112135,45937.69748822291
112136,13270.732733111654
112137,42691.28737552842
112138,95239.32543168927
112139,25400.4661089491
112140,96333.82096118457
112141,94099.65891129462
112142,97502.22260254715
112143,254235.83287189357
112144,21239.958309407986
112145,90765.114178839
112146,88417.35233819744
112147,130662.26180178672
112148,37258.273916848004
112149,253820.94201691265
112150,45599.32677229744
112151,146772.03684910046
112152,-13852.337802291673
112153,20040.94161162275
112154,89468.83625831074
112155,87174.28669685556
112156,10084.015785437427
112157,56923.79584473197
112158,36666.6661386856
112159,312931.0228447517
112160,57047.73212676117
112161,126758.55040095927
112162,129978.84852808405
112163,33229.17868743843
112164,-9644.295072475797
112165,62707.40677120036
112166,80772.19871789243
112167,67761.69077481929
112168,123371.73198899694
112169,126498.96575761621
112170,121394.55906093048
112171,-37459.534523546696
112172,66122.17808607244
112173,232315.0257791996
112174,93071.15638376147
112175,19428.43438899744
112176,-5644.414959707996
112177,93636.262345683
112178,79221.00436991529
112179,-52305.223953985085
112180,19310.02325717738
112181,80800.26393359998
112182,158112.384203358
112183,80242.72695976394
112184,-4805.879589875985
112185,284947.1913375486
112186,92968.01402046045
112187,196838.28693504486
112188,251903.15390486596
112189,72837.26857129723
112190,45746.34743751923
112191,70342.96289752302
112192,318339.51187758293
112193,44033.17727808241
112194,82515.6018126104
112195,-45370.25769801147
112196,119444.36583789258
112197,389053.3472652181
112198,5792.67624625325
112199,3710.881846435892
112200,16501.442406387825
112201,93396.03511274973
112202,41820.62211863359
112203,-7267.723573131312
112204,21453.039708131168
112205,41845.56068568642
112206,62373.739262340125
112207,444010.5916891068
112208,61074.57238797855
112209,421910.1182083887
112210,-23057.58008626825
112211,107347.64541353864
112212,9401.386778565415
112213,58621.33254032204
112214,336029.47219985496
112215,75801.29918148817
112216,43216.05385418987
112217,104067.2700950753
112218,11668.321901260759
112219,277867.95100429637
112220,119985.3562753495
112221,5790.01222728414
112222,-9322.400752888527
112223,-3623.326735437615
112224,203199.84367712203
112225,42373.899815541634
112226,6447.311067994626
112227,35194.48232199426
112228,173558.69156450586
112229,-12861.450777545688
112230,159738.60154555252
112231,35048.89781369222
112232,165330.73610017504
112233,-6063.126553236623
112234,91533.3021562396
112235,64167.26521365013
112236,137724.10967355478
112237,519314.09309351817
112238,33290.32364054915
112239,24078.410981850117
112240,-5910.303713475238
112241,135743.0937442392
112242,64025.73101428751
112243,106488.96960059847
112244,199521.6180135521
112245,159657.42517436066
112246,58599.48921469046
112247,248785.88087705657
112248,87128.63841006396
112249,107738.21123408212
112250,86401.79531534214
112251,38735.83670001582
112252,21882.086530770874
112253,164442.0749281419
112254,150493.33093222664
