Instance,Income
111994,37491.1089075754
111995,24595.741514335008
111996,54737.55203799946
111997,84957.6318484362
111998,18722.03241140087
111999,123043.90800727505
112000,114064.96959629915
112001,42213.572848200296
112002,39701.94881931564
112003,80041.35002551487
112004,17942.937393440585
112005,231721.4818137827
112006,16271.826567785836
112007,94105.98783944348
112008,286669.641575167
112009,86687.10184682536
112010,41627.85920410365
112011,20028.741682992943
112012,28217.14140666104
112013,17539.807395871405
112014,85031.9623493027
112015,51400.95550713451
112016,36101.876647785786
112017,9151.812891121472
112018,148210.27638803612
112019,41634.75394337403
112020,26430.419970416922
112021,7430.337471746973
112022,69136.62347993784
112023,57489.167228712475
112024,27953.73446967545
112025,76796.20448442805
112026,65516.544769972934
112027,61336.71416591832
112028,25527.765510420882
112029,42982.77163037398
112030,180147.01809445236
112031,237932.37866623967
112032,300418.03153331886
112033,101044.96637104536
112034,277344.38704499556
112035,90249.65389802944
112036,208468.93327025685
112037,68325.17031620794
112038,251050.19766972942
112039,37553.142234104154
112040,64276.99616890161
112041,50985.72462224669
112042,35454.10093590382
112043,53779.93859549191
112044,44595.890878845945
112045,13122.722298479155
112046,271147.1375452313
112047,18599.752306957824
112048,29607.692451581184
112049,82468.16073106679
112050,42624.255179072745
112051,68954.48512918765
112052,179654.09313674027
112053,223878.35770386516
112054,80776.76110220543
112055,29756.062049643206
112056,93682.7731678197
112057,25745.659882370717
112058,75301.2552723656
112059,27570.2304416748
112060,226856.3716845861
112061,166976.9628084863
112062,214293.7378721141
112063,55931.77128510424
112064,20024.362724943137
112065,56231.40753838329
112066,15916.422754630275
112067,98078.72932369265
112068,101813.83733435391
112069,282726.7481234329
112070,391964.86038200645
112071,43864.72870692486
112072,68636.08995003217
112073,32115.093193183216
112074,16214.566228968282
112075,15285.001479175458
112076,129492.95205750497
112077,808688.1353315177
112078,14371.227941719295
112079,191343.9764624274
112080,54764.508385030786
112081,699737.6233924088
112082,41947.21025746926
112083,26986.706706979538
112084,20868.895027058432
112085,35286.603038410474
112086,32175.890693975452
112087,55736.61179523917
112088,123208.06555534282
112089,46057.548881236056
112090,212614.64153013853
112091,31744.88564394142
112092,41416.743056758496
112093,66968.84271126078
112094,23884.27940225345
112095,54050.28259289151
112096,71083.86711624035
112097,21823.224504736856
112098,32688.217501885956
112099,13052.340093755352
112100,39710.97906579378
112101,206656.776960817
112102,25642.74591705369
112103,137581.49236933756
112104,59815.51257559628
112105,46103.358710005494
112106,99464.53532825688
112107,129118.56613216805
112108,69599.87994770157
112109,31922.804409621986
112110,51603.092000442884
112111,29878.18549213908
112112,44363.97651122642
112113,61388.12665981564
112114,52315.443028444926
112115,19215.704205491194
112116,35049.2223144057
