Instance,Income
111994,37740.88727668321
111995,21629.102122407778
111996,52256.696643861535
111997,91810.94540784428
111998,17439.009667950664
111999,110859.45581386019
112000,112748.22830169385
112001,37621.41763877966
112002,58196.34383160646
112003,76178.74793306286
112004,17298.30338608115
112005,208044.21443983252
112006,12240.757622403844
112007,107484.60403095391
112008,263847.37474379153
112009,87161.96444499749
112010,40426.76161027513
112011,20930.975593390594
112012,33153.411032447024
112013,22529.713839947028
112014,96372.71737544607
112015,47574.18225254151
112016,39761.24910579579
112017,12936.279025015276
112018,122551.55087946694
112019,42700.07290495005
112020,33243.400760734374
112021,8276.020011607758
112022,70780.86626317282
112023,46829.14028390346
112024,29276.428826486557
112025,88315.33203292673
112026,78578.03935147115
112027,64443.64703852551
112028,19494.064486469026
112029,51947.16787756192
112030,168316.48656854633
112031,235321.31690290722
112032,291709.416793125
112033,102714.04032915832
112034,242894.2371027039
112035,103544.09477433104
112036,190921.25945293662
112037,82287.99275058317
112038,249020.22451909402
112039,36805.11490995347
112040,55793.252085022046
112041,48075.009817423976
112042,35146.73918683882
112043,55597.5366359172
112044,45886.334567304
112045,15253.995873133406
112046,254322.7299775179
112047,21810.82175754439
112048,25026.428256256986
112049,84040.87153963944
112050,46409.607489454625
112051,73050.13812134047
112052,142097.85653841536
112053,223858.46698547146
112054,77246.14348884101
112055,29443.18531100617
112056,82857.2348001746
112057,21503.54662704691
112058,53891.183226794004
112059,30809.971755407772
112060,200682.21782969416
112061,170152.24537397877
112062,209146.02511998886
112063,69653.83556321273
112064,19699.545583334566
112065,47734.21582572421
112066,13989.138938422411
112067,97874.92737135086
112068,79719.23603726267
112069,272306.8435403018
112070,403535.70514353726
112071,51481.6985459466
112072,59658.346933465895
112073,39063.551685479026
112074,17488.24003659393
112075,13999.945837547546
112076,124596.17430432873
112077,838595.7966417138
112078,14183.379882317575
112079,178144.01282536914
112080,54966.998493162115
112081,746416.2455921597
112082,40921.51615059773
112083,37691.16016539644
112084,16305.041721456273
112085,46183.43426876886
112086,35373.387281019815
112087,59212.647717570326
112088,140330.18063071073
112089,43923.56486869393
112090,197288.65237007523
112091,34169.51405468354
112092,42355.26075846453
112093,74859.25513585961
112094,25018.564748448363
112095,47212.95934743934
112096,83240.44586142372
112097,26315.567711558284
