Instance,Income
111994,95076.23420643172
111995,19201.958360050397
111996,66508.60828184563
111997,229774.06203200054
111998,61854.29551043961
111999,83233.82691430516
112000,111140.70829945119
112001,27944.755085665267
112002,69486.50908434542
112003,84959.30238369183
112004,24291.33667614247
112005,120209.47937023776
112006,-35246.21514928533
112007,70075.2415889941
112008,344734.1692854107
112009,48551.354060285026
112010,101092.00552486416
112011,-4373.512474841846
112012,-44294.855000737996
112013,91463.7539170676
112014,147041.3119702504
112015,30178.98558196891
112016,-37735.68441475445
112017,-75109.93624736706
112018,303783.00419463014
112019,28027.35588703223
112020,12025.00237580511
112021,-15041.907337081211
112022,45622.974388998
112023,-16318.337270457821
112024,-83710.85261405382
112025,89490.23069107177
112026,72329.8006818365
112027,68524.63433941442
112028,9001.81185803836
112029,197933.049047635
112030,162840.3198897757
112031,326844.6759484072
112032,195042.6425197557
112033,115846.80372849124
112034,489928.6572514547
112035,191577.51353497602
112036,127881.41435361747
112037,213474.65346537554
112038,160130.1337479804
112039,46298.12507678132
112040,-11263.311472929083
112041,-2948.775416187593
112042,80011.7761645416
112043,49612.06442067161
112044,27473.277137465833
112045,67712.95509560924
112046,260071.85039254188
112047,55981.19039187714
112048,7948.020225250744
112049,154964.75039725262
112050,5131.355616222136
112051,74470.61182205449
112052,165531.04478579725
112053,119746.45017025428
112054,117297.95798026642
112055,55845.2634956658
112056,46281.2821194806
112057,44432.66928231559
112058,12104.862509115017
112059,-40384.932825942116
112060,283423.9987034406
112061,138212.8640383775
112062,114165.39230159993
112063,118896.76038719647
112064,64405.759910939145
112065,130499.86471069578
112066,88446.09857350291
112067,107679.04376039628
112068,12805.66719507752
112069,284914.4443506461
112070,299825.9187395998
112071,52585.78004896798
112072,93474.19965044502
112073,30568.72635675606
112074,73601.97577147972
112075,-8781.656740337901
112076,104438.7145702728
112077,665605.6381381946
112078,-12.959517619514372
112079,281476.6901797841
112080,174726.0226749406
112081,539281.2904327209
112082,78564.68446467665
112083,78434.26588739856
112084,85366.95313346229
112085,10775.304366372235
112086,29349.29543406423
112087,135192.0040126984
112088,137433.89735146542
112089,-47952.21929175017
112090,165943.69350160073
112091,51435.119255885715
112092,63882.14201755286
112093,171130.60874673998
112094,-16229.365234160854
112095,-8285.100765971292
112096,142246.02852277842
112097,42305.50367750623
112098,77514.19259423425
112099,14259.279664675414
112100,38394.84697339591
112101,469048.7853937801
112102,-23746.48178872501
112103,123989.71609743265
112104,190994.19889851703
112105,45871.79080699314
112106,56257.965463027416
