Instance,Income
111994,60796.0
111995,53873.0
111996,86685.0
111997,240281.0
111998,64107.0
111999,73027.0
112000,85081.0
112001,68211.0
112002,58236.0
112003,101883.0
112004,35027.0
112005,65776.0
112006,-1059.0
112007,66985.0
112008,336933.0
112009,20721.0
112010,92795.0
112011,14521.0
112012,-22676.0
112013,63589.0
112014,175083.0
112015,42201.0
112016,-7915.0
112017,-53687.0
112018,315805.0
112019,29415.0
112020,53246.0
112021,43485.0
112022,48811.0
112023,-22649.0
112024,-52363.0
112025,96119.0
112026,42439.0
112027,69782.0
112028,45917.0
112029,223881.0
112030,158615.0
112031,296763.0
112032,170249.0
112033,100006.0
112034,527732.0
112035,177605.0
112036,124199.0
112037,225953.0
112038,142180.0
112039,36107.0
112040,-24123.0
112041,-1779.0
112042,43632.0
112043,79199.0
112044,36892.0
112045,46495.0
112046,249491.0
112047,68719.0
112048,35719.0
112049,142109.0
112050,46317.0
112051,107978.0
112052,161042.0
112053,133591.0
112054,55747.0
112055,57608.0
112056,37507.0
112057,78573.0
112058,-11315.0
112059,2967.0
112060,311731.0
112061,153545.0
112062,112139.0
112063,112304.0
112064,91547.0
112065,148560.0
112066,93495.0
112067,93593.0
112068,15561.0
112069,243247.0
112070,336889.0
112071,42723.0
112072,74795.0
112073,35175.0
112074,54301.0
112075,-12023.0
112076,69839.0
112077,630435.0
112078,24501.0
112079,249479.0
112080,215339.0
112081,517775.0
112082,101339.0
112083,73071.0
112084,57465.0
112085,12899.0
112086,15461.0
112087,140334.0
112088,137912.0
112089,521.0
112090,162973.0
112091,61570.0
112092,80043.0
112093,174927.0
112094,8725.0
112095,31095.0
112096,159210.0
112097,24621.0
112098,104411.0
112099,10447.0
112100,65549.0
112101,490154.0
112102,-10545.0
112103,131694.0
112104,184977.0
112105,45341.0
112106,63269.0
112107,43923.0
112108,23469.0
112109,99933.0
112110,12117.0
112111,26401.0
112112,49468.0
112113,38205.0
112114,75683.0
112115,7229.0
112116,131362.0
112117,-982.0
112118,1337.0
112119,83955.0
112120,258857.0
112121,92870.0
112122,388241.0
112123,426295.0
112124,11621.0
112125,98691.0
112126,92993.0
112127,60443.0
112128,45383.0
112129,151535.0
112130,65238.0
112131,-45365.0
112132,15519.0
112133,256070.0
112134,43753.0
112135,45933.0
112136,13263.0
112137,42675.0
112138,95213.0
112139,25395.0
112140,96305.0
112141,94063.0
112142,97479.0
112143,254209.0
112144,21227.0
112145,90732.0
112146,88415.0
112147,130607.0
112148,37253.0
112149,253783.0
112150,45579.0
112151,146765.0
112152,-13838.0
112153,20027.0
112154,89424.0
112155,87173.0
112156,10051.0
112157,56893.0
112158,36635.0
112159,312893.0
112160,57026.0
112161,126732.0
112162,129959.0
112163,33200.0
112164,-9669.0
112165,62683.0
112166,80733.0
112167,67739.0
112168,123323.0
112169,126487.0
112170,121345.0
112171,-37485.0
