Instance,Income
111994,82064.0
111995,18336.0
111996,60736.0
111997,236000.0
111998,69360.0
111999,83072.0
112000,113488.0
112001,30672.0
112002,89040.0
112003,95968.0
112004,29056.0
112005,122976.0
112006,-26128.0
112007,69360.0
112008,338304.0
112009,45456.0
112010,87792.0
112011,2288.0
112012,-26032.0
112013,81408.0
112014,148240.0
112015,34416.0
112016,-36416.0
112017,-63712.0
112018,307712.0
112019,29696.0
112020,752.0
112021,-3424.0
112022,48352.0
112023,-16000.0
112024,-83072.0
112025,85920.0
112026,60656.0
112027,61664.0
112028,20064.0
112029,196736.0
112030,164336.0
112031,325856.0
112032,200448.0
112033,135840.0
112034,501200.0
112035,200480.0
112036,123904.0
112037,220544.0
112038,151008.0
112039,47520.0
112040,-11808.0
112041,-12336.0
112042,77824.0
112043,44112.0
112044,46240.0
112045,74448.0
112046,271760.0
112047,51808.0
112048,736.0
112049,150240.0
112050,15232.0
112051,63696.0
112052,157024.0
112053,122080.0
112054,121504.0
112055,47936.0
112056,46576.0
112057,49888.0
112058,1648.0
112059,-40144.0
112060,297296.0
112061,145520.0
112062,115152.0
112063,112736.0
112064,59712.0
112065,119840.0
112066,70800.0
112067,97632.0
112068,-5328.0
112069,280512.0
112070,285168.0
112071,53696.0
112072,97792.0
112073,47760.0
112074,81760.0
112075,-6560.0
112076,109488.0
112077,638384.0
112078,-2320.0
112079,275856.0
112080,204848.0
112081,530512.0
112082,75152.0
112083,31264.0
112084,84976.0
112085,15296.0
112086,33632.0
112087,127312.0
112088,124816.0
112089,-36592.0
112090,173568.0
112091,40752.0
112092,47040.0
112093,170320.0
112094,-19328.0
112095,8176.0
112096,158304.0
112097,36080.0
112098,84592.0
112099,22384.0
112100,3136.0
112101,459024.0
112102,-25344.0
112103,102928.0
112104,201312.0
112105,56608.0
112106,57104.0
112107,57168.0
112108,47792.0
112109,94640.0
112110,12640.0
112111,16432.0
112112,36624.0
112113,43024.0
112114,-176.0
112115,14048.0
112116,109536.0
112117,9904.0
112118,47424.0
112119,31296.0
112120,277936.0
112121,68400.0
112122,341168.0
112123,385488.0
112124,7072.0
112125,133008.0
112126,116192.0
112127,72864.0
112128,59904.0
112129,138736.0
112130,50000.0
112131,5168.0
112132,22400.0
112133,282448.0
112134,53312.0
112135,208.0
112136,-5152.0
112137,27872.0
112138,46992.0
112139,36160.0
112140,87136.0
112141,99600.0
112142,72448.0
112143,226320.0
112144,-16752.0
112145,86144.0
112146,85040.0
112147,151568.0
112148,47040.0
112149,236432.0
112150,-21232.0
112151,146064.0
112152,17136.0
112153,7280.0
112154,89808.0
112155,85744.0
112156,33504.0
112157,23408.0
112158,15520.0
112159,282928.0
112160,33088.0
112161,103472.0
112162,116288.0
112163,1632.0
112164,3376.0
112165,69376.0
112166,71344.0
112167,81280.0
112168,123888.0
112169,131664.0
112170,126128.0
112171,-11840.0
112172,44976.0
112173,246192.0
112174,57152.0
112175,51920.0
112176,-17328.0
112177,76368.0
112178,73488.0
112179,-46240.0
112180,-4608.0
112181,92048.0
112182,156912.0
112183,58368.0
112184,17696.0
112185,283520.0
112186,81248.0
112187,197264.0
112188,174144.0
