Instance,Income
111994,95108.0
111995,18892.0
111996,66260.0
111997,229660.0
111998,61836.0
111999,83208.0
112000,111156.0
112001,27812.0
112002,69376.0
112003,84668.0
112004,24164.0
112005,120228.0
112006,-36148.0
112007,70000.0
112008,344656.0
112009,48728.0
112010,101204.0
112011,-4364.0
112012,-44432.0
112013,91536.0
112014,146924.0
112015,30176.0
112016,-38092.0
112017,-75208.0
112018,303696.0
112019,27932.0
112020,11900.0
112021,-15364.0
112022,45580.0
112023,-16400.0
112024,-83820.0
112025,89336.0
112026,72192.0
112027,68580.0
112028,8596.0
112029,197824.0
112030,162856.0
112031,326848.0
112032,194924.0
112033,115624.0
112034,489980.0
112035,191644.0
112036,127796.0
112037,213468.0
112038,160192.0
112039,46224.0
112040,-11276.0
112041,-3012.0
112042,79956.0
112043,49448.0
112044,27392.0
112045,67748.0
112046,260004.0
112047,55864.0
112048,7832.0
112049,154944.0
112050,4932.0
112051,74324.0
112052,165616.0
112053,119748.0
112054,117112.0
112055,55828.0
112056,46176.0
112057,44480.0
112058,12136.0
112059,-40556.0
112060,283380.0
112061,138028.0
112062,114076.0
112063,118728.0
112064,64304.0
112065,130416.0
112066,88528.0
112067,107748.0
112068,12888.0
112069,284736.0
112070,299652.0
112071,52664.0
112072,93532.0
112073,30468.0
112074,73540.0
112075,-8828.0
112076,104420.0
112077,666308.0
112078,-76.0
112079,281404.0
112080,174700.0
112081,539456.0
112082,78576.0
112083,78332.0
112084,85332.0
112085,10572.0
112086,29284.0
112087,135184.0
112088,137268.0
112089,-48140.0
112090,165876.0
112091,51352.0
112092,63828.0
112093,171172.0
112094,-16300.0
112095,-8288.0
112096,142264.0
112097,42172.0
112098,77428.0
112099,14100.0
112100,38248.0
112101,468420.0
112102,-23764.0
112103,123904.0
112104,190868.0
112105,45816.0
112106,56236.0
112107,60348.0
112108,40596.0
112109,91932.0
112110,21620.0
112111,12540.0
112112,18064.0
112113,30908.0
112114,10540.0
112115,5732.0
112116,121716.0
112117,-9024.0
112118,51224.0
112119,54584.0
112120,267444.0
112121,87292.0
112122,344428.0
112123,396848.0
112124,6836.0
112125,125624.0
112126,111636.0
112127,72260.0
112128,69396.0
112129,139796.0
112130,61160.0
112131,7924.0
112132,12172.0
112133,263888.0
112134,62420.0
112135,6276.0
112136,10808.0
112137,30972.0
112138,49776.0
112139,34280.0
112140,92080.0
112141,103044.0
112142,104124.0
112143,222076.0
112144,-15312.0
112145,104660.0
112146,87552.0
112147,151620.0
112148,47508.0
112149,236588.0
112150,-11028.0
112151,153364.0
112152,1576.0
112153,17060.0
112154,99428.0
112155,87860.0
112156,37856.0
112157,34336.0
112158,33608.0
112159,286156.0
112160,48540.0
112161,110472.0
112162,108892.0
112163,20872.0
112164,4436.0
112165,67656.0
112166,60532.0
112167,74060.0
112168,124684.0
112169,133796.0
112170,125364.0
112171,-12084.0
112172,50192.0
112173,249568.0
112174,63084.0
112175,29168.0
112176,-13340.0
112177,76364.0
112178,74180.0
112179,-56092.0
112180,-1916.0
112181,93088.0
112182,161040.0
112183,69960.0
112184,10228.0
112185,287764.0
112186,93996.0
112187,218940.0
112188,160412.0
112189,59044.0
112190,65852.0
112191,70192.0
112192,282220.0
112193,9532.0
112194,79560.0
112195,-10956.0
112196,109040.0
112197,387668.0
112198,-22756.0
112199,4492.0
112200,-8028.0
112201,114340.0
112202,60000.0
112203,84.0
112204,29484.0
112205,31204.0
112206,99864.0
112207,448932.0
112208,44368.0
112209,458160.0
112210,-44536.0
112211,120532.0
112212,17692.0
112213,51364.0
112214,342192.0
112215,87260.0
112216,25980.0
112217,93208.0
112218,-11556.0
112219,283784.0
112220,101412.0
112221,-50472.0
112222,5532.0
112223,-15408.0
112224,191156.0
112225,19752.0
112226,21452.0
112227,26976.0
112228,170988.0
112229,13752.0
112230,155036.0
112231,-15648.0
112232,266364.0
112233,-18820.0
112234,129184.0
112235,45964.0
112236,117144.0
112237,537224.0
112238,61612.0
112239,21876.0
112240,-1976.0
112241,130652.0
112242,73284.0
112243,123664.0
112244,233972.0
112245,153892.0
112246,83764.0
112247,248844.0
112248,99108.0
112249,109464.0
112250,51052.0
112251,29512.0
112252,26788.0
112253,170420.0
112254,204440.0
112255,41072.0
112256,18500.0
112257,40252.0
112258,454192.0
112259,280068.0
112260,119560.0
112261,333644.0
112262,86604.0
112263,-8380.0
112264,65212.0
112265,41660.0
112266,113860.0
112267,80804.0
112268,40220.0
112269,399388.0
112270,-46564.0
112271,149232.0
112272,134676.0
112273,99404.0
112274,-34400.0
112275,226820.0
112276,256548.0
112277,95780.0
112278,60180.0
112279,30188.0
112280,50788.0
112281,10748.0
112282,111980.0
112283,72108.0
112284,21764.0
112285,92396.0
112286,51884.0
112287,79928.0
112288,90452.0
112289,159612.0
112290,211956.0
112291,20568.0
112292,409148.0
112293,6208.0
112294,308700.0
112295,22040.0
112296,170660.0
112297,44292.0
112298,-6356.0
112299,5324.0
112300,83564.0
112301,50108.0
112302,44464.0
112303,-28356.0
112304,141608.0
112305,84548.0
112306,98240.0
112307,40488.0
112308,30172.0
112309,67964.0
112310,17832.0
112311,103120.0
112312,93864.0
112313,110180.0
112314,-5428.0
112315,188980.0
112316,-27268.0
112317,5308.0
112318,56020.0
112319,-61460.0
112320,370772.0
112321,-10888.0
112322,23652.0
112323,114804.0
112324,407656.0
112325,284916.0
112326,124404.0
112327,235548.0
112328,89372.0
112329,243824.0
112330,453840.0
112331,350108.0
112332,229468.0
112333,340436.0
112334,346924.0
112335,17752.0
112336,22908.0
112337,104068.0
112338,289236.0
112339,315872.0
112340,-18420.0
112341,835452.0
112342,87780.0
112343,196516.0
112344,-45704.0
112345,11872.0
112346,61308.0
112347,39016.0
112348,94492.0
112349,-79076.0
112350,116724.0
112351,32024.0
112352,82452.0
112353,-16488.0
112354,-13684.0
112355,80692.0
112356,16092.0
112357,69980.0
112358,108460.0
112359,38432.0
112360,-19724.0
112361,316036.0
112362,71832.0
112363,157280.0
112364,-6944.0
112365,-31220.0
112366,49572.0
112367,93688.0
112368,47684.0
112369,235736.0
112370,25140.0
112371,354904.0
112372,165460.0
112373,-15492.0
112374,17916.0
112375,76068.0
112376,45664.0
112377,151868.0
112378,100956.0
112379,143748.0
112380,124868.0
112381,221976.0
112382,121752.0
112383,123512.0
112384,267196.0
112385,54860.0
112386,186084.0
112387,55020.0
112388,68780.0
112389,53508.0
112390,-9940.0
112391,-18584.0
112392,100844.0
112393,67208.0
112394,125632.0
112395,51624.0
112396,23016.0
112397,36488.0
112398,336848.0
112399,158308.0
112400,126476.0
112401,107244.0
112402,569436.0
112403,159428.0
112404,96372.0
112405,65788.0
112406,45556.0
112407,45600.0
112408,16128.0
112409,93284.0
112410,47912.0
112411,169772.0
112412,164404.0
112413,72188.0
112414,-15060.0
112415,235724.0
112416,119924.0
112417,110916.0
112418,101444.0
112419,277340.0
112420,153476.0
112421,394560.0
112422,114392.0
112423,65568.0
112424,-24664.0
112425,284.0
112426,84724.0
112427,417500.0
112428,364324.0
112429,83060.0
112430,80116.0
112431,128556.0
112432,69392.0
112433,62056.0
112434,-36896.0
112435,-68528.0
112436,95924.0
112437,55672.0
112438,112464.0
112439,36424.0
112440,302692.0
112441,100364.0
112442,424668.0
112443,98604.0
112444,63584.0
112445,89388.0
112446,518044.0
112447,443552.0
112448,19292.0
112449,48172.0
112450,-37740.0
112451,57364.0
112452,29608.0
112453,65624.0
112454,129260.0
112455,622188.0
112456,96832.0
112457,225780.0
112458,32628.0
112459,-74724.0
112460,76548.0
112461,354096.0
112462,178960.0
112463,43060.0
112464,13556.0
112465,120532.0
112466,180908.0
112467,28964.0
112468,39500.0
112469,45580.0
112470,95576.0
112471,71576.0
112472,146268.0
112473,172324.0
112474,46760.0
112475,134908.0
112476,151168.0
112477,72572.0
112478,116124.0
112479,94348.0
112480,31320.0
112481,100976.0
112482,33196.0
112483,263732.0
112484,36428.0
112485,120020.0
112486,33936.0
112487,61796.0
112488,205864.0
112489,113352.0
112490,396044.0
112491,66228.0
112492,72272.0
112493,171844.0
112494,-24100.0
112495,-31652.0
112496,18380.0
112497,142148.0
112498,48404.0
112499,150268.0
112500,87916.0
112501,80416.0
112502,92212.0
112503,34960.0
112504,172500.0
112505,636.0
112506,60932.0
112507,80980.0
112508,54724.0
112509,15876.0
112510,31704.0
112511,195212.0
112512,-18336.0
112513,14972.0
112514,5412.0
112515,40056.0
112516,26324.0
112517,76104.0
112518,126532.0
112519,-52316.0
112520,94500.0
112521,180496.0
112522,60772.0
112523,18128.0
112524,99224.0
112525,8724.0
112526,98804.0
112527,80492.0
112528,-23928.0
112529,54172.0
112530,105308.0
112531,103048.0
112532,135812.0
112533,73432.0
112534,395036.0
112535,89392.0
112536,119652.0
112537,18620.0
112538,-16492.0
112539,232012.0
112540,46084.0
112541,96752.0
112542,92644.0
112543,63676.0
112544,295212.0
112545,-8064.0
112546,-23716.0
112547,137612.0
112548,372608.0
112549,98452.0
112550,60100.0
112551,48096.0
112552,143920.0
112553,88100.0
112554,96452.0
112555,53220.0
112556,42276.0
112557,27548.0
112558,88396.0
112559,79004.0
112560,46592.0
112561,162700.0
112562,-17448.0
112563,102108.0
112564,325344.0
112565,186696.0
112566,18932.0
112567,90592.0
112568,34648.0
112569,206128.0
112570,65020.0
112571,120776.0
112572,243596.0
112573,82784.0
112574,204516.0
112575,110704.0
112576,118056.0
112577,272924.0
112578,489344.0
112579,123624.0
112580,223836.0
112581,81204.0
112582,68564.0
112583,18520.0
112584,319896.0
112585,5628.0
112586,34428.0
112587,205884.0
112588,202700.0
112589,288580.0
112590,45020.0
112591,210612.0
112592,-4752.0
112593,-16908.0
112594,135996.0
112595,28836.0
112596,60832.0
112597,98988.0
112598,12236.0
112599,-59600.0
112600,31436.0
112601,248044.0
112602,81276.0
112603,49588.0
112604,146628.0
112605,78204.0
112606,87532.0
112607,-5272.0
112608,132684.0
112609,211788.0
112610,41104.0
112611,140932.0
112612,169252.0
112613,124988.0
112614,139536.0
112615,116380.0
112616,170752.0
112617,106560.0
112618,183956.0
112619,50380.0
112620,15488.0
112621,332.0
112622,103252.0
112623,38672.0
112624,99396.0
112625,29708.0
112626,174968.0
112627,33764.0
112628,142824.0
112629,12876.0
112630,42316.0
112631,94604.0
112632,175416.0
112633,210580.0
112634,52452.0
112635,73100.0
112636,-1012.0
112637,138196.0
112638,51168.0
112639,68820.0
112640,-1288.0
112641,-12844.0
112642,233272.0
112643,-6764.0
112644,73424.0
112645,3452.0
112646,-18468.0
112647,-18644.0
112648,34700.0
112649,-28580.0
112650,14648.0
112651,40884.0
112652,86236.0
112653,-15628.0
112654,78672.0
112655,33180.0
112656,64068.0
112657,301740.0
112658,637688.0
112659,91256.0
112660,-12028.0
112661,97796.0
112662,-4720.0
112663,87196.0
112664,170568.0
112665,363600.0
112666,135468.0
112667,38740.0
112668,151856.0
112669,88908.0
112670,-30248.0
112671,171796.0
112672,206928.0
112673,191184.0
112674,127772.0
112675,147864.0
112676,43088.0
112677,58208.0
112678,-7780.0
112679,91204.0
112680,162580.0
112681,99336.0
112682,128992.0
112683,84232.0
112684,178036.0
112685,-67444.0
112686,81340.0
112687,31796.0
112688,91124.0
112689,115044.0
112690,44836.0
112691,-8904.0
112692,58412.0
112693,113572.0
112694,25468.0
112695,217956.0
112696,114076.0
112697,138216.0
112698,142092.0
112699,353972.0
112700,191756.0
112701,300532.0
112702,140832.0
112703,33228.0
112704,42376.0
112705,261036.0
112706,35080.0
112707,-62404.0
112708,163176.0
112709,184036.0
112710,52860.0
112711,79564.0
112712,-13092.0
112713,64864.0
