Instance,Income
111994,95242.86532245939
111995,25402.805677249533
111996,70871.807052513
111997,231081.95914186732
111998,63895.53502755803
111999,85237.27264712726
112000,109378.66445683935
112001,34839.1721560029
112002,72736.78077536263
112003,88509.17743557262
112004,25569.065975415666
112005,107218.14057681058
112006,-16513.28081978587
112007,70641.2113793026
112008,344878.486409585
112009,46684.57195750755
112010,101909.98125758456
112011,-3860.042605147959
112012,-39535.923190282745
112013,89174.5010138872
112014,150172.37228014026
112015,31489.255700633512
112016,-29124.693840858585
112017,-72976.7295853179
112018,309849.1853682812
112019,27904.436238812574
112020,23917.519133066467
112021,-2750.1416324880556
112022,46582.3696847291
112023,-16740.675223691884
112024,-79751.71907135288
112025,89425.18402699391
112026,61874.71641011549
112027,70551.55638613839
112028,18542.483547197917
112029,199720.60832593445
112030,163272.54932235056
112031,322289.88765897753
112032,196694.70129993992
112033,124246.31263461935
112034,483318.93840103096
112035,190952.99167881932
112036,128255.57429319317
112037,216371.46719811545
112038,158538.8282723139
112039,45974.84910651052
112040,-11726.802181156585
112041,-699.7019970218244
112042,74373.49803081647
112043,54375.65714403242
112044,28277.427878366114
112045,68006.989417898
112046,258944.99274611584
112047,56045.78350974701
112048,11173.053319115832
112049,153923.95329079448
112050,11371.734477521357
112051,80475.43109769865
112052,166162.28636343995
112053,121010.30615157896
112054,114599.67462112679
112055,56565.97562000994
112056,47027.61460370771
112057,50331.11521477689
112058,11445.434375698213
112059,-31242.59163180561
112060,285125.54581718316
112061,139777.3718211368
112062,114751.65125842462
112063,122373.48157586291
112064,66874.16468250053
112065,132685.13304410162
112066,89724.76669824563
112067,109674.52281092873
112068,15168.598746195377
112069,285527.0451047967
112070,304543.17552334815
112071,52249.750273674144
112072,92469.10933474837
112073,30820.689950502216
112074,73777.00085030292
112075,-6074.158621342649
112076,105930.55303650419
112077,606391.8354038011
112078,3985.059787917504
112079,277719.4520154824
112080,179927.44067624304
112081,528145.0100223566
112082,79916.67895999551
112083,74458.04019006796
112084,83162.09384798707
112085,12065.015258653119
112086,30883.725443331437
112087,136418.22843810968
112088,140251.70482807077
112089,-38408.95252346399
112090,165445.68943785672
112091,54392.73517955051
112092,64894.62240765228
112093,171077.35729804204
112094,-13986.234586367093
112095,-3232.076428439759
112096,145579.1570770761
112097,41659.13051671529
112098,80243.72548847567
112099,14316.668254708959
112100,39635.750541589456
112101,468536.30695292517
112102,-23251.761020744103
112103,125199.4180604703
112104,190543.08907181004
112105,45585.360210682964
112106,56050.78095090015
112107,61864.04744521971
112108,41090.5500351353
112109,92202.04736037942
112110,23785.805562957743
112111,16820.062067960593
112112,23965.476579237846
112113,31373.390914582444
112114,36198.79847160645
112115,5167.7264455620025
112116,126482.75708407791
112117,-8483.451485250727
112118,47211.07117741305
